,artist,link,song,text,cluster
10,Britney Spears,/b/britney+spears/e+mail+my+heart_20024599.html,E-Mail My Heart,Forever...  It's been hours  Seems like days  Since you went away    And all I do is check the screen  To see if you're okay  You don't answer when I phone  Guess you want to be left alone    So I'm sending you my heart my soul  And this is what I'll say    [Pre-Chorus]  I'm sorry  Oh so sorry  Can't you give me one more chance  To make it all up to you    [Chorus 2]  E-mail my heart  And say our love will never die (and I)  I know you're out there  And I know that you still care (I know you care)  E-mail me back and say our love will stay alive  Forever...e-mail my heart    I can see you in my mind  Coming on the line  And opening this letter  That I've sent a hundred times    Here's a picture of us two (us two)  I look so good on you (on you)  And can't you please forgive me  For the hurt I put you through    [Pre-Chorus]    [Chorus]    [Pre-Chorus]    [Chorus]    Forever... e-mail my  Forever... e-mail my heart,1
11,Britney Spears,/b/britney+spears/everybody_20658787.html,Everybody,"I'm ferocious  When I see you instantly  So precocious  Assuming that your into me  So fierce the way  You pierce me with your energy  My heart's on fire  Boy come on and rescue me    When I see you  I need you right away  (Taking me)  Can't control the way that I am behavin'  It's got a hold of me  Grabbing me, rapidly  Romantic dancing  Dreams are made of this, yeah    Everybody  Come on get to jumpin'  Everybody  Movin' next to somethin'  Everybody  Feel the temperature risin'  Everybody  Come on let's keep gridin'    It's so real to feel your samba next to me    So intense when  You sense in my vicinity  Body shakin'  Achin' I can take  How I want you so bad  Boy that I can taste it now    When I see you  I need you right away  (Taking me)  Can't control the way that I am behavin'  It's got a hold of me  Grabbing me, rapidly  Romantic dancing  Dreams are made of this, yeah    Everybody  Come on get to jumpin'  Everybody  Movin' next to somethin'    Everybody  Feel the temperature risin'  Everybody  Come on let's keep grindin'    Lovers get wild  Start flashing your money  Ladies go crazy  And act a fool  Everybody get down  And do what you want to  The night is still young  To be seduced    Taking in every little thing I see  Triple tie dancing  With the tab complete  Little boys dancing  Cause they feeling me  Sweating cold, fretting  It's the place to be  Come and sit with me  Come and sit with me  Sit back, you'll see it so beautifully  Loving everybody, baby, is all you need  Let go of the way things used to be    Everybody  Come on get to jumpin'  (Let your body move it)  Everybody  Movin' next to somethin'  Everybody  Feel the temperature risin'  Everybody  Come on let's keep grindin'    Everybody  Come on get to jumpin'  Everybody  Movin' next to somethin'  Everybody  Feel the temperature risin'  Everybody  Come on let's keep gridin'    (Everybody)  Everybody  (Everybody's looking for something, everybody)  Everybody  (Everybody's looking for something)",1
12,Britney Spears,/b/britney+spears/freakshow_20658116.html,Freakshow,"Ten p.m. ten to four  And I came to hit the floor  Thought you knew b4  But if you don't then now u know  Yo tonight I'm 'bout to mash  Make them other chicks so mad  I'm 'bout to I shake my ass  Snatch that boy so fast  Make dem other bitches mad    It's all about me and you  Doin' how we do  Tear the floor up up  Tell 'em to make room  If they wanna know  Tell 'em mind their own  But if they wanna look  We can give 'em a encore    [Chorus]  Make it a  Freakshow freakshow  We can give 'em a  Peepshow, peepshow  Don't stop it let it flow  Let your inhibitions go  It's a crazy night  Let's make a make a freakshow    Make it a  Freakshow, a freakshow a freakshow  Make it a  Freakshow, a freakshow, a freakshow    Make 'em they clap when we perform  Wanna see crazy we can show 'em  Dancing table top freaky freaky  So outside the norm  On some super star ish  Pushin' hot Bugatti whips  Rockin' new designer fits  We can do it if you wit it    It's all about me and you  Doin' how we do  Tear the floor up up  Tell 'em to make room  If they wanna know  Tell 'em mind their own  But if they wanna look  We can give 'em a encore    [Chorus]  Make it a  Freakshow freakshow  We can give 'em a  Peepshow, peepshow  Don't stop it let it flow  Let your inhibitions go  It's a crazy night  Let's make a make a freakshow    Me and my girls 'bout to get it on  Grab us a couple boys to go  Me and my girls 'bout to get it on  Grab us a couple boys to go",1
13,Britney Spears,/b/britney+spears/gasoline_20905516.html,Gasoline,"You're so bright  Like a dream  You burn up  Everything  We might make a scene  Ignite gasoline    When the music goes up  And the sun goes down  Lightning strikes  And I'm on the ground  Only one that I want around  Is you,  Yeah    Spark and it's like gasoline  I start purring like a machine  My heart only runs on supreme  So hot, give me your gasoline  Yeah    You set me on fire  You set me on fire  You set me on fire  Yeah    You set me on fire  You set me on fire  You set me on fire  Yeah    Heat wave  On the floor  Escape, exit door  Your touch, burning me  Is too much, gasoline    When the music goes up  And the sun goes down  Lightning strikes  And I'm on the ground  Only one that I want around  Is you  Yeah    Spark and it's like gasoline  I start purring like a machine  My heart only runs on supreme  So hot, give me your gasoline  Yeah    You set me on fire  You set me on fire  You set me on fire  Yeah    You set me on fire  You set me on fire  You set me on fire  Yeah    Damn boy, what you do to me?  Yeah  You set me on fire  Yeah  Oh oh oh oh oh oh    Spark and it's like gasoline  I start purring like a machine  My heart only runs on supreme  So hot, give me your gasoline  Yeah    You set me on fire  You set me on fire  You set me on fire  Yeah    You set me on fire  You set me on fire  You set me on fire  Yeah",1
14,Britney Spears,/b/britney+spears/guilty_20526409.html,Guilty,"You're always too busy  Why don't you go with me  Don't act like you don't hear me  Neglected  You're guilty  He noticed no one was with me  I started getting so friendly  He told me I was so pretty  I flirted  I'm guilty    I have no reason to lie  I told you a thousand times  I needed you by my side, but you were nowhere to be found  But you pushed your luck  Now it's all messed up  But you went too far when you broke my heart and I found my guy  And if losing you is what I gotta do to satisfy all my needs  Then I guess that makes me guilty    Guilty x6    Stop wondering a thing but  I want you so bad it's danger  It's true and nobody's angel  Convict me  Guilty  You ain't no...  So good for...  It's not like I did it on purpose  The verdict is nothing  He needs me  Guilty    I have no reason to lie i told you a thousand times, I needed you by my side  But you were no where to be found.  But you pushed your luck, now it's all messed up  But ya went to far when ya broke my heart and i found my guy.  And if losin you is what i gotta do to satisfy all my needs then i guess thatmakes me guilty    But you pushed your luck, now it's all messed up  But ya went to far when ya broke my heart and i found my guy.  And if losin you is what i gotta do to satisfy all my needs then i guess thatmakes me guilty      Tonight you'll cry  Ain't nothing more  That's why deicided to sing this song 'bout  I'm fakin'  Girls hearts breakin  I was up beatin' and screaming 'n faking  You sit there say I'm filthy when you're the one who made me guilty    Guilty x7    But you pushed your luck, now it's all messed up  But ya went to far when ya broke my heart and i found my guy.  And if losin you is what i gotta do to satisfy all my needs    But you pushed your luck, now it's all messed up  But ya went to far when ya broke my heart and i found my guy.  And if losin you is what i gotta do to satisfy all my needs then i guess thatmakes me guilty    Guilty x7    Not not not with me...",1
15,Britney Spears,/b/britney+spears/hold+it+against+me_20899715.html,Hold It Against Me,"Hey, over there  Please, forgive me  If I'm comin' on too strong  Hate to stare  But, you're winnin'  And they're playin' my favorite song  So, come here  A little closer  Wanna whisper in your ear  Make it clear  A little question  Wanna know just how you feel    If I said my heart was beating loud  If we could escape the crowd somehow  If I said I want your body now  Would you hold it against me?  'Cause, you feel like paradise  And I need a vacation tonight  So, if I said I want your body now  Would you hold it against me?    Hey, you might think  That I'm crazy  But, you know I'm just your type  I might be  Little hazy  But, you just cannot deny  There's a spark  In between us  When we're dancin' on the floor  I want more  Wanna see it  So, I'm askin' you tonight    If I said my heart was beating loud  If we could escape the crowd somehow  If I said I want your body now  Would you hold it against me?  'Cause, you feel like paradise  And I need a vacation tonight  So, if I said I want your body now  Would you hold it against me?    If I said I want your body  Would you hold it against me?  Yeah, uh-huh, oh    Give me somethin' good  Don't wanna wait  I want it now  Pop it like a hood  And show me how you work it out    Alright  If I said my heart was beating loud  If I said I want your body now  Would you hold it against me?    If I said my heart was beating loud  If we could escape the crowd somehow  If I said I want your body now  Would you hold it against me?  'Cause, you feel like paradise  And I need a vacation tonight  So, if I said I want your body now  Would you hold it against me?",1
16,Britney Spears,/b/britney+spears/hold+on+tight_21072813.html,Hold On Tight,"[Verse]  So wicked in the way he moves  Don't miss it, do not be a fool  It's a long way, it's a long way home  Light inside of me, it ignites my bones    [Chorus:]  He comes to me in my dreams  And tells me what I need to know  He makes me feel so at ease  And guides me to a light so warm  I just wanna fall into his arms tonight  Someone tell me I will be alright  I'll hold on tight    [Verse]  Remembering, I forever will  Surrendering just to how it felt  It's a long way, it's a long way home  Light inside of me, it ignites my bones    [Chorus:]  He comes to me in my dreams  And tells me what I need to know  He makes me feel so at ease  And guides me to a light so warm  I just wanna fall into his arms tonight  Someone tell me I will be alright  I'll hold on tight    [Bridge:]  And when it's over, fond going gray  The cinema is fading away  I gotta make my way through the night  Passing on with all of my might  And then I'm lost and I can't find the way  I feel the pieces breaking away  Hug myself with all of my might  Don't look down just hold on tight    [Chorus:]  He comes to me in my dreams  And tells me what I need to know  He makes me feel so at ease  And guides me to a light so warm  I just wanna fall into his arms tonight  Someone tell me I will be alright  I'll hold on tight",1
17,Britney Spears,/b/britney+spears/hooked+on_20897707.html,Hooked On,"My mama told me go on and let you go  Said you would be more problems than I'd ever know  Said if he's gonna go then let him go away  But then I get the urge  It hurts so bad (damn)  When I feel the thirst  It makes me mad  I look up in my bed  I look up and there is your face    You love it, you love it  I'm so hooked on it (hooked on it)  You want it, you want it  You're so good  On a good day  Sugarfall  Your sugarfall  You make my sugarfall (sugarfall)  You know you want it bad, babe    I heard it in the streets  You got another girl  Yes, it did sting  But didn't shatter my world (I'm ok)  You should catch me now  When I'm in the fall of a state    You're probably thinking to yourself  This just aint me  On the contrary  I was your freak (I was your freak)  Hit me one more time  And trust me I'll be ok  Hey    You love it, you love it  I'm so hooked on it (hooked on it)  You want it, you want it  You're so good  On a good day  Sugarfall  Your sugarfall  You make my sugarfall (sugarfall)  You know you want it bad, babe    Now I will be a bad chick  If I rounded up my clothes  And headed over straight to the door  You wouldn't have a clue  Of what you should do  If I left you laying longing for more    You'd be like baby don't go (don't go)  Baby  Want some more?  You want some more?  Baby don't go (just don't go)  Said baby please listen  Don't you just go    Do you lick your lips?  When you stand alone  Well you got no x-ray vision  Staring through my clothes  Are you sure that you're prepared  For what comes serves on it's plate  Wait a minute  Oooh, I'm having second thoughts  See my hearts on fault  Could you pass my shorts?  Don't you got a girl?  Till then  I'm sorry, you must wait  Especially since I know    You love it, you love it  I'm so hooked on it (hooked on it)  You want it, you want it  You're so good  On a good day  Sugarfall  Your sugarfall  You make my sugarfall (sugarfall)  You know you want it bad, babe  Hey girl  I'm so hooked on it (hooked on it)  You want it, you want it  You're so good  On a good day  Sugarfall  Your sugarfall  You make my sugarfall (sugarfall)  You know you want it bad, babe  Hey girl    You know you want it  So come and get it",1
18,Britney Spears,/b/britney+spears/hot+as+ice_20658118.html,Hot As Ice,"Ah, yeah  Yeah, yeah, yeah  Yeah, yeah, yeah, yeah  Yeah, yeah, yeah, yeah    I'm just a girl with the ability to drive a man crazy  (Crazy)  Make him call me mama  (Mama)  Make him my new baby  (Baby)  New way to prove they saying  Thank you very much  Later, legend  You can look but not touch  'Cause I'm    Cold as fire, baby  Hot as ice  If you've ever been to heaven, baby  This is twice as nice  I'm cold as fire, baby  Hot as ice  If you've ever been to heaven  This is twice as nice    Break it down  Break it down  Break it down    Break it down  Break it down  Break it down    Just save your foolishness and fuckery  And handling my business  Holler if you hear me  (Hey!)  Can I get a witness?  Preacher, preacher  I'm the teacher, you can learn  Watch your fingers, boy  You might get burned  Cause I'm    Cold as fire, baby  Hot as ice  If you've ever been to heaven, baby  This is twice as nice  I'm cold as fire, baby  Hot as ice  If you've ever been to heaven  This is twice as nice    Break it down  Break it down  Break it down    Break it down  Break it down  Break it down    As you can see  (See)  Watching you think  I'm cold as fire  (Yeah, I'm cold as fire)  Yeah, make you believe  Make you stop and breathe  I'll take you higher  I'm just too cool  Make you do what it do  I'm hot as ice  (Yeah, I'm hot as ice)  Make you feel like heaven  Twenty four, seven  I'm twice as nice now    Cold as fire baby  Hot as ice  If you've ever been to heaven, baby  This is twice as nice  I'm cold as fire, baby  Hot as ice  If you've ever been to heaven, baby  This is twice as nice    Break it down  Break it down  Break it down    Break it down  Break it down  Break it down",1
19,Britney Spears,/b/britney+spears/how_20642447.html,How,"How can you tell me its not real?  How can you tell me you don't feel... Like I do.  We can save this... This is love we don't want to miss.    Some questions can't be answered but how?    Chorus-  How... How can you do these things to me  How... I don't know how you can't see  That you and I... Baby, are meant to be    Sometimes I think... I can move on.  But how can I do that when when my love is so strong.  I need you baby, more than you know  And I try to let these feelings show.    Just tell me how... How can you do this?    Repeat chorus    How  How can you do this to me  How  You said we were meant to be  How  I don't understand  How  We're not still holding hands    It was a fairy tale while it lasted... And I don't know how but....  Its over.",1
20,Britney Spears,/b/britney+spears/how+i+roll_20904173.html,How I Roll,"Burn it all down  Need to buy another round  Till they light up in the sound of the speaker  Knee socks  Need tequila on the rocks  Till you make your body pops to the speaker    Burn it all down  Need to buy another round  Till they light up in the sound of the speaker  Show your knee socks  Put tequila on the rocks  Till you make your body pops to the speaker    (I wanna go) downtown where my posse's at  (Because I got) nine lives like a kitty cat  (You wanna roll, that's how I roll)  (I wanna go) ding-ding when I hear that bass  (I'm gonna do) my thing if you wanna taste  (You better know, that's how I roll)    Feel the earthquake  Gonna make your body shake  Till the seconds start to break in the speaker  Can we get flow  Helicopter in the sky  'Cause we turn it up high in the speaker    If you know what it takes to be my man  We can go make love together  You can be my fuck tonight  We can tear it up tonight    (I wanna go) downtown where my posse's at  (Because I got) nine lives like a kitty cat  (You wanna roll, that's how I roll)  (I wanna go) ding-ding when I hear that bass  (I'm gonna do) my thing if you wanna taste  (You better know, that's how I roll)    Shimmy shimmy oh  Shimmy oh shimmy hey  We could give them what they want  Or we could take it away  Try to love tonight  We can tear it up tonight    If you know what it takes to be my man  We can go make love together  You can be my fuck tonight  We can tear it up tonight    (I wanna go) downtown where my posse's at  (Because I got) nine lives like a kitty cat  (You wanna roll, that's how I roll)  (I wanna go) ding-ding when I hear that bass  (I'm gonna do) my thing if you wanna taste  (You better know, that's how I roll)",1
21,Britney Spears,/b/britney+spears/i+got+you+babe_20642446.html,I Got You Babe,"(with Frank Skinner)    BRITNEY (FRANK)  They say we're young and we don't know  Won't find out until we grow  (Well I don't know why that is true)  (Cuz you got me and baby, I got you)    CHORUS:  Babe  I got you, babe  I got you, babe    (I got flowers, in the spring)  (I got you, you wear my ring)  When I'm sad, you're a clown  And I get scared, you're always around    When they say your hair's too long  But I don't care, with you I can't go wrong  (Then put your little hand in mine)  (There ain't no hill or mountain we can't climb)    CHORUS    (I got you to hold my hand)  I got you to understand  (I got you to walk with me)  And I got you to talk to me, yeah  (I got you to kiss goodnight)  And I got you to hold me tight  (I got you and I won't let go)  And I got you who loves me so, yeah    I got you, babe",1
22,Britney Spears,/b/britney+spears/i+run+away_20024650.html,I Run Away,"You toke your love away,to fast  Left no chance to say,look back  And know I no the truth it makes it easier,  Maybe when time goes by,I'll Understand    [Chorus]  Lets pretend that I moved on,  Then ill tell myself, that life goes on without you,  Open My eyes,  Look deep inside..,  I run away,I runaway,I runaway..    You throw it all away,So blind(so blind)  Pushed me far from you in your life..(life)  And now I no the tears won't lead, to lonleyness,  Maybe when time goes by, I'll understand    [Chorus]  Lets pretend that I moved on,  Then ill tell myself,that life goes on without you,  Open My eyes,  Look deep inside..,  I run away,I runaway,I runaway.....    I run away....  I run away...  I run away..    [Chorus]  Lets pretend that I moved on,  Then ill tell myself,that life goes on without you,  Open My eyes,  Look deep inside..,  I run away,I runaway,I runaway..    Lets pretend that I moved on,  Tell myself,that life goes on without you,  Open My eyes,  Look deep inside..,  I runaway,I run away,I runaway.",0
23,Britney Spears,/b/britney+spears/i+wanna+go_20901284.html,I Wanna Go,"Lately I been stuck imagining  What I wanna do and what I really think,  Time to flow out  Be a little inappropriate  'Cause I know that everybody's thinkin' it  When the lights out    Shame on me  To need release  Uncontrollably    [Chorus: x2]  I wanna go all the way  Taking out my freak tonight  I wanna show  All the dirt  I am running through my mind    Lately people got me all tied up  There's a countdown waiting for me to erupt  Time to blow out  I've been told who I should do it with  To keep both my hands above the blanket  When the lights out    Shame on me  To need release  Uncontrollably    [Chorus: x2]    Shame on me (shame on me)  To need release (to need release)  Uncontrollably (uncontrollably)    [Chorus: x2]",1
